model_id,model_key,model_short,impulse,impulse_label,response,response_label,impact_response,response_h1,response_h4,response_h8,response_h12,maximum_absolute_response,peak_horizon,expected_sign,expected_sign_h4
exports_classic__primary_K2,exports_classic,Exportaciones clásicas,ln_itcrm,ITCRM,ln_exportaciones_reales,Exportaciones reales,0.2400654904669051,0.2941645135788995,0.5056135450816434,0.5613210393090372,0.5645430696095597,0.5645430696095597,12,Positivo,TRUE
exports_classic__primary_K2,exports_classic,Exportaciones clásicas,ln_pib_socios,PIB de socios,ln_exportaciones_reales,Exportaciones reales,0.4450666662354304,0.6213931021677046,0.950537951491419,1.0222834773014269,1.0254135685214434,1.0254135685214434,12,Positivo,TRUE
exports_expanded__primary_K2,exports_expanded,Exportaciones ampliadas,ln_itcrm,ITCRM,ln_exportaciones_reales,Exportaciones reales,0.2360866661132297,0.25064012901712607,0.2696198854120406,0.27708972549448974,0.27892507220099116,0.27892507220099116,12,Positivo,TRUE
exports_expanded__primary_K2,exports_expanded,Exportaciones ampliadas,ln_pib_socios,PIB de socios,ln_exportaciones_reales,Exportaciones reales,0.16041040344445243,0.15514953871322373,0.4136644492563443,0.49972486591047,0.5210994547632085,0.5210994547632085,12,Positivo,TRUE
imports__primary_K2,imports,Importaciones,ln_itcrm,ITCRM,ln_importaciones_reales,Importaciones reales,-0.05867718118710966,-0.1692934639645738,-0.7085665659690856,-0.8462015945820963,-0.8199697057653172,-0.8462015945820963,8,Negativo,TRUE
imports__primary_K2,imports,Importaciones,ln_pib_real,PIB argentino,ln_importaciones_reales,Importaciones reales,1.2910781632439794,2.012238961789257,1.696789804809613,1.6514260648168082,1.714149718152847,2.012238961789257,1,Positivo,TRUE
