model_key,model_label,K_ca_jo,vecm_short_run_lags,K_sensitivity,ecdet,spec,season,dumvar,pt_p_value,bg_p_value,maximum_root_modulus,serial_status,formal_status,johansen_role_final
imports,Importaciones: PIB argentino e ITCRM,2,1,NA,const,transitory,4,Ninguna,0.11269660969560202,0.04118026152675358,0.9198395578102609,Persiste autocorrelación; la inferencia será indicativa,"Johansen indicativo por autocorrelación, no normalidad y heterocedasticidad","Sistema principal. Johansen indicativo por autocorrelación, no normalidad y heterocedasticidad."
exports_classic,Exportaciones: PIB socios e ITCRM,2,1,NA,const,transitory,4,Ninguna,0.689571298606841,0.6437400993411837,0.9815173390060162,Sin evidencia de autocorrelación al 10%,Johansen indicativo por rechazo de normalidad multivariada,Sistema principal. Sin autocorrelación; Johansen indicativo por no normalidad y ARCH.
exports_expanded,"Exportaciones ampliadas: PIB socios, ITCRM y commodities",2,1,4,const,transitory,4,commodity_c,0.5673169577870991,0.007635181926287871,0.9731434149265574,Persiste autocorrelación; la inferencia será indicativa,Robustez indicativa con variable exógena I(0),Robustez con commodities exógena I(0). Johansen indicativo por autocorrelación y no normalidad.
