paso,script,advertencias,frecuencia
2,script02_ITCRM_diario.R,Expecting date in A10730 / R10730C1: got 'Nota: Datos provisorios sujetos a revisión.',1
2,script02_ITCRM_diario.R,"Expecting date in A10731 / R10731C1: got 'Fuente: INDEC, Direcciones de Estadísticas de la Ciudad Autónoma de Buenos Aires y de la Provincia de San Luis, Datastream y REM BCRA'",1
2,script02_ITCRM_diario.R,"Expecting date in A10732 / R10732C1: got '*Promedio simple de valores de Brasil, Chile y Uruguay'",1
