"paso","script","ruta","estado","inicio","fin","duracion_segundos","numero_advertencias","advertencias","numero_objetos_nuevos","objetos_nuevos","error"
1,"script01_carga_Datos.R","C:/Users/andre/Desktop/TP3_Series_Tiempo/scripts/script01_carga_Datos.R","OK","2026-06-23 17:46:36","2026-06-23 17:46:36",0.45,0,NA,7,"pib_brasil | pib_brasil_raw | pib_externo | pib_usa | pib_usa_raw | ruta_pib_brasil | ruta_pib_usa",NA
2,"script02_ITCRM_diario.R","C:/Users/andre/Desktop/TP3_Series_Tiempo/scripts/script02_ITCRM_diario.R","ERROR","2026-06-23 17:46:36","2026-06-23 17:46:37",0.78,3,"Expecting date in A10730 / R10730C1: got 'Nota: Datos provisorios sujetos a revisión.' || Expecting date in A10731 / R10731C1: got 'Fuente: INDEC, Direcciones de Estadísticas de la Ciudad Autónoma de Buenos Aires y de la Provincia de San Luis, Datastream y REM BCRA' || Expecting date in A10732 / R10732C1: got '*Promedio simple de valores de Brasil, Chile y Uruguay'",13,"duplicados_itcrm | grafico_itcrm | itcrm_diario | itcrm_diario_2004_2025 | itcrm_exportar | itcrm_raw | itcrm_trimestral | ponderadores_mensuales | ponderadores_promedio_2004_2022 | ponderadores_promedio_2004_2025 | ponderadores_raw | ruta_itcrm | tabla_ponderadores","no applicable method for 'filter' applied to an object of class ""list"""
