"system","model_key","var_lag","diagnostic_lag","pt_adjusted_statistic","pt_adjusted_p_value","bg_statistic","bg_p_value","arch_multivariate_statistic","arch_multivariate_p_value","jb_multivariate_statistic","jb_multivariate_p_value","max_root_modulus","serial_pass_5pct","arch_pass_5pct","normality_pass_5pct","stability_pass","status","message"
"exports","exports_var_diff",4,12,82.3767173599126,0.189073272137751,116.027657195845,0.281515799015821,354,0.997519450613967,362.744969535451,0,0.917295230528517,TRUE,TRUE,FALSE,TRUE,"ok","Diagnosticos VAR en diferencias: autocorrelacion, ARCH, normalidad multivariada y estabilidad."
