"system","model_key","model_label","variables","var_lag","var_type","treatment_role","jb_multivariate_p_value","normality_decision_5pct","max_root_modulus","stability_decision","validity_note","status","message"
"imports","imports_levels_var_vec","Importaciones VAR/VEC en niveles","ln_imports_real, ln_gdp_real, ln_itcrm",4,"const","VECM indicativo con ECM Engle-Granger como respaldo",0.00000220972347908521,"rechaza normalidad",0.975485996207582,"estable","Johansen/VECM se reporta como extension multivariada; la lectura final debe combinar normalidad, estabilidad y autocorrelacion residual.","ok","Diagnostico final de normalidad multivariada y estabilidad VAR."
"exports","exports_levels_johansen_var","Exportaciones VAR/Johansen en niveles","ln_exports_real, ln_pib_socios, ln_itcrm",4,"const","Ejercicio indicativo de Johansen en niveles",0,"rechaza normalidad",0.974080536541006,"estable","Exportaciones no respalda cointegracion; el sistema en niveles se conserva solo como ejercicio indicativo solicitado por la consigna.","ok","Diagnostico final de normalidad multivariada y estabilidad VAR."
"exports","exports_var_diff","Exportaciones VAR en diferencias","d_ln_exports_real, d_ln_pib_socios, d_ln_itcrm",4,"const","Especificacion operativa de corto plazo",0,"rechaza normalidad",0.917295230528517,"estable","Modelo principal para exportaciones cuando no se verifica cointegracion; sus coeficientes se interpretan como efectos dinamicos de corto plazo.","ok","Diagnostico final de normalidad multivariada y estabilidad VAR."
