"system","model_key","response","shock","horizon","share","status","message"
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_pib_socios",8,0.080154751720374,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_pib_socios",9,0.0836454965438134,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_pib_socios",10,0.0812912669883198,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_pib_socios",11,0.0846829572495106,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_pib_socios",12,0.084918939919266,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",1,0,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",2,0.0000312219870596248,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",3,0.00012744085918304,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",4,0.0677066561022337,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",5,0.0753064800249917,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",6,0.0724347319874421,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",7,0.071447101890818,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",8,0.0926675165435103,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",9,0.093703506683032,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",10,0.0914681283899486,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",11,0.09080809154406,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_itcrm",12,0.10060584441783,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
