"model_sample_start","model_sample_end","n_quarters","input_file","note"
"2004Q1","2022Q4",76,"C:/Users/julla/GitHub/applied-time-series-econometrics/trade-elasticities-var-vec/data/processed/trade_elasticities_var_vec_panel_transformed_2004_2025.csv","Muestra base TP3 para ADF y preparacion VAR/VEC; el cierre preferido replica TP2 y puede ampliarse a 2025Q4 si se decide."
